agency_name,route_long_name,route_short_name,origin_stop,destiny_stop,time_of_journey
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Unión Postal,Tlalpan  - Giros Postales,00:00:41
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Vista Hermosa,Tlalpan - IMSS Sindicato,00:01:39
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Xontepec,Tlalpan - Chimalcoyotl,00:00:33
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Xotepingo,Tlalpan - La Virgen,00:01:56
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - Zacahuitzco,Tlalpan - Morelos,00:00:23
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan - de los Montes,Tlalpan - Emiliano Zapata,00:00:13
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan e Hidalgo,Tlalpan y Tlalmanco,00:00:58
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Apatlaco,Tlalpan - Huipulco,00:00:27
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Av. del Taller,San Antonio Abad - Metro San Antonio Abad,00:01:14
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Benito Juárez,Tlalpan y Registro Federal,00:01:33
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Bugambilia,Tlalpan y La Virgen,00:00:26
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Calz. del Hueso,Tlalpan y el Vergel,00:00:53
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Estadio Azteca,Tlalpan - CFE y Deportivo,00:01:07
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Glorieta Huipulco,Tlalpan y Luis Murillo,00:00:34
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Jacarandas,Tlalpan y Xotepingo,00:00:45
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y La Virgen,Tlalpan y Museo,00:01:15
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Luis Murillo,Tlalpan - Renato Leduc,00:01:02
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Museo,Tlalpan y Nezahulpilli,00:01:55
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Nezahulpilli,Tlalpan y Benito Juárez,00:01:01
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Periférico,Tlalpan y Sillon de Mendoza,00:01:08
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Registro Federal,Tlalpan y Textitlan,00:02:08
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y San Alejandro,Tlalpan y Estadio Azteca,00:00:46
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Sillon de Mendoza,Tlalpan - Xontepec,00:00:23
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Textitlan,Tlalpan y Calz. del Hueso,00:00:58
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Tlalmanco,Tlalpan y San Alejandro,00:01:03
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y Xotepingo,Tlalpan y Bugambilia,00:01:22
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y el Vergel,Tlalpan e Hidalgo,00:00:40
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y las Rosas,Tlalpan y Jacarandas,00:00:49
Corredores Concesionados,Allende - Izazaga,17E,Tlalpan y las Torres,Tlalpan - Tren Ligero Las Torres,00:00:16
Corredores Concesionados,Allende - Izazaga,17E,Tlapan - Calz. del Hueso,Tlalpan - UVM,00:00:27
Corredores Concesionados,Allende - Izazaga,17E,Tlapan - El Vergel,Tlapan - Calz. del Hueso,00:01:11
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Agustin Yañez y  Av. 5,Av. 5 y Sarabia,00:01:49
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Av. 5  y Calle 8,Av. 5 y Calle 12,00:00:24
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Av. 5 y Calle 12,Rio Churubusco y Año de Juárez,00:00:49
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Av. 5 y Campesinos,Granjeros BASE,00:01:14
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Av. 5 y Campesionos,Av. 5 y Ermita,00:01:07
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Av. 5 y Ermita,Av. 5 y Escuadron 201,00:00:50
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Av. 5 y Ermita,Av. 5 y Leñadores,00:01:13
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Av. 5 y Escuadron 201,Av. 5  y Calle 8,00:03:57
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Av. 5 y Leñadores,Av. 5 y Campesinos,00:00:18
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Av. 5 y Sarabia,Av. 5 y Ermita,00:01:41
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Año de Juárez y Calle 10,Año de Juárez y Calle 8,00:00:40
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Año de Juárez y Calle 8,Calle 6  y Av. 5,00:00:44
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Base Metro Aeropuerto,Rio Churubusco y Añil,00:07:20
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Calle 6  y Av. 5,Agustin Yañez y  Av. 5,00:00:48
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Granjeros BASE,Av. 5 y Campesionos,00:01:10
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco  y Recreo,Rio Churubusco y Oriente 106,00:00:20
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y  Centro Comercial,Rio Churubusco y Canal de Apatlaco,00:00:29
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Av. Girasol,Rio Churubusco y  Centro Comercial,00:00:46
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Av. Purísima,Rio Churubusco y Electricistas,00:01:43
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Av. TE,Rio Churubusco y Cafetal,00:01:21
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Avena,Rio Churubusco y Azafrán,00:00:22
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Avena,Río Churubusco y ANil,00:01:20
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Azafrán,Rio Churubusco y Cafetal,00:00:48
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Añil,Rio Churubusco y Avena,00:00:32
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Año de Juárez,Año de Juárez y Calle 10,00:01:28
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Año de Juárez,Rio Churubusco y Eje 6 sur,00:00:23
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Cafetal,Río Churubusco y Centeno,00:00:57
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Cafetal,Río Churubusco y Plutarco Elias Calles,00:00:42
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Calle 11,Rio Churubusco y Calle 5,00:03:28
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Calle 5,Rio Churubusco y Francisco Morazán,00:01:32
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Canal de Apatlaco,Rio Churubusco y Av. Purísima,00:00:48
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Canal de Apatlaco,Rio churubusco y Lenguas Indígenas,00:01:32
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Canal de Tezontle,Rio Churubusco y Av. Girasol,00:01:08
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Canal de Tezontle,Rio Churubusco y Oriente 116,00:00:58
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Carolos Juan Finlay,Rio Churubusco y Canal de Tezontle,00:00:41
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Cerrada los Reyes,Rio Churubusco y Año de Juárez,00:01:35
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Diplomaticos,Rio Churubusco y Purísima,00:00:55
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Eje 6 Sur,Rio Churubusco y Yucatán,00:00:40
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Eje 6 sur,Rio Churubusco y Neumatologos,00:01:04
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Electricistas,Rio Churubusco y Eje 6 Sur,00:00:59
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Estetas,Rio Churubusco y Diplomaticos,00:00:57
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Francisco Morazán,Base Metro Aeropuerto,00:00:30
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Neumatologos,Rio Churubusco y Estetas,00:00:37
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Oriente,Rio Churubusco y Av. TE,00:00:31
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Oriente 106,Rio Churubusco y Oriente 112,00:00:56
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Oriente 112,Rio Churubusco y Oriente 114,00:00:12
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Oriente 112,Rio churubusco y Oriente 106,00:00:24
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Oriente 114,Rio Churubusco y Oriente 116,00:00:21
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Oriente 116,Rio Churubusco y Carolos Juan Finlay,00:00:26
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Oriente 116,Rio Churubusco y Oriente 112,00:00:53
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Prepa 2,Rio Churubusco y Canal de Tezontle,00:00:30
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Purísima,Rio Churubusco y Canal de Apatlaco,00:00:34
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio Churubusco y Yucatán,Rio Churubusco y Cerrada los Reyes,00:00:34
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio churubusco y Lenguas Indígenas,Rio Churubusco y Prepa 2,00:00:36
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio churubusco y Oriente 106,Rio Churubusco y Oriente,00:00:26
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Rio churubusco y Plutarco Elías Calles,Rio Churubusco  y Recreo,00:01:20
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Río Churubusco y ANil,Rio Churubusco y Calle 11,00:00:48
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Río Churubusco y Centeno,Rio Churubusco y Avena,00:01:25
Corredores Concesionados,Av. 5 Ermita - Metro Aeropuerto,22D,Río Churubusco y Plutarco Elias Calles,Rio churubusco y Plutarco Elías Calles,00:00:21
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Base Av. Ceylan,Poniente 122 - Priv. Tula,00:02:44
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Calle 1527 - Bachilleres No. 9 Aragón,Calle 1527 - Francisco Morazán ,00:00:26
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Calle 1527 - Francisco Morazán ,Francisco Morazán - Villa de Aragón,00:00:49
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Coltongo - Eje 1 Poniente Calz. Vallejo,Poniente 112 - Norte 17,00:00:25
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Coltongo - Poniente 116,Coltongo - Prol. Sur 100 Metros,00:00:45
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Coltongo - Poniente 116,Poniente 116 - Norte 35,00:01:06
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Coltongo - Prol. 100 Metros,Coltongo - Poniente 116,00:00:53
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Coltongo - Prol. Sur 100 Metros,Coltongo - Eje 1 Poniente Calz. Vallejo,00:02:08
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 1 Oriente Av. FErrocarril Hidalgo - Joyas,Joyas - Turquesa,00:00:55
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 1 Oriente Av. Ferrocarril Hidalgo - Eje 4 Norte Av. Talismán,Eje 1 Oriente Av. FErrocarril Hidalgo - Joyas,00:00:35
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 412 - Av. 510,Eje 4 Norte Av. 412 - Calle 1511,00:01:13
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 412 - Calle 1511,Eje 4 Norte Av. 412 - Calle 1527,00:01:52
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 412 - Calle 1525,Eje 4 Norte Av. 510 - Av. 412,00:03:06
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 412 - Calle 1527,Calle 1527 - Bachilleres No. 9 Aragón,00:01:16
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 412 - Calle 1527,Eje 4 Norte Av. 412 - Calle 1525,00:00:14
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - Av. 412,Eje 4 Norte Av. 510 - Av. 482,00:01:05
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - Av. 482,Eje 4 Norte Av. 412 - Av. 510,00:01:46
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - Av. 482,Eje 4 Norte Av. 510 - José Loreto Fabela,00:02:05
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - Av. 503,Eje 4 Norte Av. 510 - Puerto de Palos,00:00:53
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - Av. 519,Eje 4 Norte Av. 510 - CECyT No. 01,00:00:50
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - Av. 533,Eje 4 Norte Av. 510 - José Loreto Fabela,00:02:01
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - CECyT No. 01,Eje 4 Norte Av. Talismán - Gran Canal,00:01:43
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - Emiliano Zapata,Eje 4 Norte Av. 510 - Av. 519,00:01:23
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - José Loreto Fabela,Eje 4 Norte Av. 510 - Av. 482,00:02:00
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - José Loreto Fabela,Eje 4 Norte Av. 510 - Emiliano Zapata,00:01:43
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. 510 - Puerto de Palos,Eje 4 Norte Av. 510 - Av. 533,00:02:05
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Fortuna - Av. Instituto Politécnico Nacional,Eje 4 Norte Av. Fortuna - Río Bamba,00:01:31
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Fortuna - Av. Insurgentes Norte,Eje 4 Norte Euzkaro - Fundidora Monterrey,00:01:18
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Fortuna - Hospital Juárez,Eje 4 Norte Av. Fortuna - Av. Instituto Politécnico Nacional,00:01:14
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Fortuna - Río Bamba,Eje 4 Norte Av. Fortuna - Av. Insurgentes Norte,00:01:05
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talisman - Norte 70,Eje 4 Norte Av. Talismán - Eje 2 Oriente Honorable Congreso de la Unión,00:01:19
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Eje 1 Oriente Av. Ferrocarril Hidalgo,Eje 4 Norte Av. Talismán - Eje 2 Oriente Honorable Congreso de la Unión,00:01:45
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Eje 2 Oriente Honorable Congreso de la Unión,Eje 1 Oriente Av. Ferrocarril Hidalgo - Eje 4 Norte Av. Talismán,00:01:47
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Eje 2 Oriente Honorable Congreso de la Unión,Eje 4 Norte Av. Talismán - Norte 70,00:01:10
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Eje 3 Oriente Av. Ing. Eduardo Molina,Eje 4 Norte Av. Talismán - Norte 72,00:01:04
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Eje 3 Oriente Av. Ing. Eduardo Molina,Eje 4 Norte Av. Talismán - Norte 84,00:01:11
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Gran Canal,Eje 4 Norte Av. Talismán - Norte 84,00:01:35
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Granate,Eje 4 Norte Av. Talismán - Eje 1 Oriente Av. Ferrocarril Hidalgo,00:01:58
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Norte 70,Eje 4 Norte Av. Talismán - Eje 3 Oriente Av. Ing. Eduardo Molina,00:01:28
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Norte 72,Eje 4 Norte Av. Talisman - Norte 70,00:00:34
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Norte 84,Eje 4 Norte Av. Talismán - Eje 3 Oriente Av. Ing. Eduardo Molina,00:00:56
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Norte 84,Eje 4 Norte Av. Talismán - Norte 94,00:01:23
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Av. Talismán - Norte 94,Eje 4 Norte Av. 510 - Av. 503,00:00:59
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Euzkaro - Buen Tono,Eje 4 Norte Euzkaro - Parque Guadalupe,00:01:08
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Euzkaro - De los Misterios,Eje 4 Norte Euzkaro - Guadalupe,00:00:31
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Euzkaro - Fundidora Monterrey,Eje 4 Norte Euzkaro - Buen Tono,00:00:51
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Euzkaro - Guadalupe,Eje 4 Norte Av. Talismán - Granate,00:01:25
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 4 Norte Euzkaro - Parque Guadalupe,Eje 4 Norte Euzkaro - De los Misterios,00:00:13
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje 5 Norte Av. 412  - Calle 1557,Eje 4 Norte Av. 412 - Calle 1527,00:02:12
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje Central Lázaro Cardenas - Autobuses del Norte,Eje Central Lázaro Cardenas - CCH Vallejo,00:01:18
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje Central Lázaro Cardenas - CCH Vallejo,Eje Central Lázaro Cardenas - CCH Vallejo 2,00:00:59
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje Central Lázaro Cardenas - CCH Vallejo 2,Eje Central Lázaro Cardenas - Eje 4 Norte Av. Fortuna,00:00:58
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje Central Lázaro Cardenas - Eje 4 Norte Av. Fortuna,Eje 4 Norte Av. Fortuna - Hospital Juárez,00:02:02
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Eje Central Lázaro Cardenas Retorno,Eje Central Lázaro Cardenas - Autobuses del Norte,00:00:47
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Excelsior - Av. Insurgentes Norte ,Poniente 112 - Av. Insurgentes Norte II,00:00:48
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Excelsior - Ing. Claudio Castro,Excelsior - Av. Insurgentes Norte ,00:00:12
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Excelsior - Real del Monte,Excelsior - Ing. Claudio Castro,00:00:44
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Francisco Morazán - Carlos Hank González,Eje 5 Norte Av. 412  - Calle 1557,00:00:53
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Francisco Morazán - Villa de Aragón,Francisco Morazán - Carlos Hank González,00:02:02
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Fundidora de Monterrey - Primavera,Excelsior - Real del Monte,00:01:41
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Joyas - De Guadalupe,Río Blanco - De los Misterios,00:00:35
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Joyas - Granate,Joyas - De Guadalupe,00:01:25
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Joyas - Turquesa,Joyas - Granate,00:00:58
Corredores Concesionados,Av. Ceylán - Av. Central,15A,Poniente 112 - Av. Insurgentes Norte II,Poniente 112 - Instituto Politécnico Nacional,00:00:47
