agency_name,route_long_name,route_short_name,origin_stop,destiny_stop,time_of_journey
Corredores Concesionados,Metro Camarones - Peñón,10D,Av. Canal del Norte y Rotograbados,Av. Canal del Norte y Vulcanización,00:00:35
Corredores Concesionados,Metro Camarones - Peñón,10D,Av. Canal del Norte y Sorpresa,Av. Canal del Norte y Bonanza,00:00:42
Corredores Concesionados,Metro Camarones - Peñón,10D,Av. Canal del Norte y Tenochtitlan,Av. Canal del Norte y Av. del Trabajo,00:01:16
Corredores Concesionados,Metro Camarones - Peñón,10D,Av. Canal del Norte y Vulcanización,Av. Canal del Norte y Sorpresa,00:00:34
Corredores Concesionados,Metro Camarones - Peñón,10D,Av. del PeNón y Metro Oceanía,Av. del PeNón y Norte 172,00:01:34
Corredores Concesionados,Metro Camarones - Peñón,10D,Av. del PeNón y Metro Oceanía,Puerto Arturo y Marruecos,00:02:40
Corredores Concesionados,Metro Camarones - Peñón,10D,Av. del PeNón y Norte 172,Norte 172 y Persia,00:00:47
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y 22 de Febrero,Manuel Acuña y Azcapotzalco,00:01:10
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Artemisa,Calz. Camarones y Yuca,00:01:25
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Biologos M.,Eulalia Gúzman y Guanabana,00:00:54
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Cuitlahuac,Calz. Camarones y Norte 77,00:00:28
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Cuitlahuac,Calz. Camarones y Salónica,00:01:19
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Norte 67,Calz. Camarones y Poniente 54,00:01:11
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Norte 77,Calz. Camarones y Norte 67,00:01:25
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Norte 87,Calz. Camarones y Tula,00:01:23
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Norte 87 B,Calz. Camarones y San Lucas,00:00:58
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Nubia,Calz. Camarones y Norte 87 B,00:00:45
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Poniente 54,Calz. Camarones y Biologos M.,00:00:51
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Salónica,Calz. Camarones y Norte 87,00:00:45
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y San Lucas,Calz. Camarones y Cuitlahuac,00:01:29
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Tula,Calz. Camarones y 22 de Febrero,00:01:38
Corredores Concesionados,Metro Camarones - Peñón,10D,Calz. Camarones y Yuca,Calz. Camarones y Cuitlahuac,00:01:31
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Circuito,Eulalia Gúzman y Jardín,00:00:32
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Fresno,Eulalia Gúzman y Circuito,00:01:11
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Fresno,Eulalia Gúzman y Naranjo,00:00:52
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Guanabana,Eulalia Gúzman y Plan de San Luis,00:00:36
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Jardín,Eulalia Gúzman y Plan de San Luis,00:01:30
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Membrillo,Calz. Camarones y Artemisa,00:00:57
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Naranjo,Eulalia Gúzman y Fresno,00:00:55
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Naranjo,Manuel González y Geranio,00:02:53
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Oyamel,Eulalia Gúzman y Naranjo,00:02:00
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Plan de San Luis,Eulalia Gúzman y Membrillo,00:01:03
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Plan de San Luis,Eulalia Gúzman y Río Consulado,00:01:47
Corredores Concesionados,Metro Camarones - Peñón,10D,Eulalia Gúzman y Río Consulado,Eulalia Gúzman y Fresno,00:01:28
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel Acuña y Aquiles Serdán,Manuel Acuña y Cuauhtémoc,00:00:21
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel Acuña y Av. Azcapotzalco,16 de Septiembre y 22 de Febrero,00:00:52
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel Acuña y Azcapotzalco,Manuel Acuña y Aquiles Serdán,00:00:37
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel Acuña y Cuauhtémoc,Metro Camarones,00:01:08
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González e Insurgentes,Manuel González y Geranio,00:00:32
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González e Insurgentes,Manuel González y Guerrero,00:01:34
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Constantino,Manuel González y Eje Central,00:01:49
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Constantino,Manuel González y Paseo de la Reforma Norte,00:01:12
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Eje Central,Manuel González y Eje Central 2,00:00:03
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Eje Central,Manuel González y Lerdo,00:00:41
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Eje Central 2,Manuel González y Constantino,00:01:42
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Geranio,Eulalia Gúzman y Oyamel,00:00:49
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Geranio,Manuel González e Insurgentes,00:00:20
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Guerrero,Manuel González y Metro Tlatelolco,00:00:52
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Lerdo,Manuel González y Eje Central,00:00:50
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Lerdo,Manuel González y Metro Tlatelolco,00:01:07
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Metro Tlatelolco,Manuel González e Insurgentes,00:02:11
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Metro Tlatelolco,Manuel González y Lerdo,00:01:01
Corredores Concesionados,Metro Camarones - Peñón,10D,Manuel González y Paseo de la Reforma Norte,Av. Canal del Norte y Jesús Carranza,00:00:33
Corredores Concesionados,Metro Camarones - Peñón,10D,Marruecos y Jerusalen,Oceanía y Metro Romero Rubio,00:01:38
Corredores Concesionados,Metro Camarones - Peñón,10D,Metro Camarones,Manuel Acuña y Av. Azcapotzalco,00:00:53
Corredores Concesionados,Metro Camarones - Peñón,10D,Norte 172 y Persia,Metro Oceanía,00:01:36
Corredores Concesionados,Metro Camarones - Peñón,10D,Norte 180,Norte 180 y Norte 172,00:00:41
Corredores Concesionados,Metro Camarones - Peñón,10D,Norte 180 y Norte 172,Av. del PeNón y Metro Oceanía,00:01:26
Corredores Concesionados,Metro Camarones - Peñón,10D,Oceanía y Metro Romero Rubio,Av. del PeNón y Metro Oceanía,00:02:08
Corredores Concesionados,Metro Camarones - Peñón,10D,Puerto Arturo y Marruecos,Transval y Africa,00:01:32
Corredores Concesionados,Metro Camarones - Peñón,10D,Transval y Africa,Transval y Damasco,00:01:31
Corredores Concesionados,Metro Camarones - Peñón,10D,Transval y Carlos Marks,Av. Asia y Persia,00:00:53
Corredores Concesionados,Metro Camarones - Peñón,10D,Transval y Carlos Marks,Transval y José Stalin,00:00:55
Corredores Concesionados,Metro Camarones - Peñón,10D,Transval y Damasco,Transval y Carlos Marks,00:01:09
Corredores Concesionados,Metro Camarones - Peñón,10D,Transval y Heron Proal,Transval y Carlos Marks,00:00:42
Corredores Concesionados,Metro Camarones - Peñón,10D,Transval y José Stalin,Av. Canal del Norte y Avicultura,00:00:55
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec - Metro Cuauhtémoc,Av. Chapultepec - Versalles,00:00:43
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec - Metro Sevilla,Av. Chapultepec y Valladolid,00:00:54
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec - Nápoles,Av. Chapultepec - Varsovia,00:03:21
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec - Praga,Av. Chapultepec - Sevilla,00:00:49
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec - Sevilla,Base Cetram Chapultepec,00:03:18
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec - Varsovia,Av. Chapultepec - Praga,00:00:35
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec - Versalles,Av. Chapultepec - Nápoles,00:00:59
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec y Monterrey,Eje 1 Sur Av. Chapultepec - Mérida,00:02:45
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec y Sonora,Av. Chapultepec - Metro Sevilla,00:01:12
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Av. Chapultepec y Valladolid,Av. Chapultepec y Monterrey,00:01:18
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Base Calle 81,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 77,00:02:36
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Calle 77 - Av. 6,Base Calle 81,00:01:11
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur - Av. 8 Calle 77,Calle 77 - Av. 6,00:00:31
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Av. Cuauhtémoc,Eje 1 Sur Dr. Río de la Loza - Dr. Lucio,00:01:01
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Bucareli ,Av. Chapultepec - Metro Cuauhtémoc,00:00:29
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Av. Chapultepec - Enrico Martínez,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Bucareli ,00:01:02
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Av. Chapultepec - Guaymas,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Av. Cuauhtémoc,00:00:40
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Av. Chapultepec - Morelia,Eje 1 Sur Av. Chapultepec - Guaymas,00:00:23
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Av. Chapultepec - Mérida,Eje 1 Sur Av. Chapultepec - Morelia,00:00:59
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Dr. Río de la Loza - Dr. Lucio,Eje 1 Sur Río de la Loza - Niños Héroes,00:00:42
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Bolivar,Eje 1 Sur Fray Servando Teresa de Mier - Isabel la Católica,00:00:54
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Circunvalación,Eje 1 Sur Fray Servando Teresa de Mier - Topacio,00:01:00
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Clavijero,Eje 1 Sur Fray Servando Teresa de Mier - Eje 1 Oriente Anillo de Circunvalación,00:00:47
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Congreso de la Unión,Eje 1 Sur Fray Servando Teresa de Mier - San Ciprion,00:00:54
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Eje 1 Oriente Anillo de Circunvalación,Eje 1 Sur Fray Servando Teresa de Mier - Mercado Sonora,00:00:38
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Eje 2 Oriente Honorable Congreso de la Unión,Eje 1 Sur Fray Servando Teresa de Mier - Sur 103,00:01:39
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Eje 3 Oriente Francisco del Paso y Troncoso,Eje 3 Oriente Francisco del Paso y Troncoso - Cecilio Robelo,00:01:41
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Fernando Iglesias Calderón,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 27,00:00:50
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Génaro García,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 6B,00:00:41
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Isabel la Católica,Eje 1 Sur Fray Servando Teresa de Mier - Xocongo,00:02:37
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Jesús Galindo y Villa,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 22,00:01:16
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Jesús Galindo y Villa,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 1,00:00:32
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Lázaro Pavia,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 7,00:03:09
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Lázaro Pavia,Eje 1 Sur Fray Servando Teresa de Mier - Sur 103,00:00:45
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Mercado Sonora,Eje 1 Sur Fray Servando Teresa de Mier - Sur 81,00:01:18
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 10,Eje 1 Sur Fray Servando Teresa de Mier - Génaro García,00:00:42
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 22,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 10,00:01:26
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 27,Eje 1 Sur Fray Servando Teresa de Mier - Jesús Galindo y Villa,00:00:47
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 6B,Eje 1 Sur Fray Servando Teresa de Mier - Eje 3 Oriente Francisco del Paso y Troncoso,00:00:57
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Retorno 7,Eje 1 Sur Fray Servando Teresa de Mier - Fernando Iglesias Calderón,00:01:43
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - San Ciprion,Eje 1 Sur Fray Servando Teresa de Mier - Circunvalación,00:01:17
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Sur 103,Eje 1 Sur Fray Servando Teresa de Mier - Congreso de la Unión,00:01:25
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Sur 103,Eje 1 Sur Fray Servando Teresa de Mier - Lázaro Pavia,00:00:52
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Sur 81,Eje 1 Sur Fray Servando Teresa de Mier - Eje 2 Oriente Honorable Congreso de la Unión,00:00:38
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Topacio,Eje 1A Sur Topacio - San Pablo,00:01:06
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Fray Servando Teresa de Mier - Xocongo,Eje 1 Sur Fray Servando Teresa de Mier - Clavijero,00:00:43
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral.  Francisco Morazán - Av. 8 Calle 57,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 47,00:01:04
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 1,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 13,00:00:57
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 13,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 33,00:01:35
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 13,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Cto. Interior Blvd. Puerto Aéreo,00:01:04
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 23,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 13,00:00:48
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 33,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 39,00:00:25
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 39,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 47,00:00:58
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 47,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 57,00:01:14
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 47,Eje 1 Sur Gral. Francisco Morazán - Av. 8 y Calle 33,00:01:44
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 57,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 63,00:00:34
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 63,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 73,00:01:03
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 65,Eje 1 Sur Gral.  Francisco Morazán - Av. 8 Calle 57,00:00:50
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 73,Eje 1 Sur - Av. 8 Calle 77,00:00:22
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 77,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 65,00:01:10
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Cto. Interior Blvd. Puerto Aéreo,Eje 1 Sur Fray Servando Teresa de Mier - Jesús Galindo y Villa,00:00:34
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Gral. Francisco Morazán - Av. 8 y Calle 33,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 23,00:00:37
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Río de la Loza - Dr. Vértiz,Eje 1 Sur Río de la Loza - Junta de Conciliación,00:00:40
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Río de la Loza - Eje Central Lázaro Cardenas,Eje 1 Sur Fray Servando Teresa de Mier - Bolivar,00:01:02
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Río de la Loza - Junta de Conciliación,Eje 1 Sur Río de la Loza - Eje Central Lázaro Cardenas,00:00:55
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1 Sur Río de la Loza - Niños Héroes,Eje 1 Sur Río de la Loza - Dr. Vértiz,00:01:05
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sir José María Izazaga - Bolivar,Eje 1A Sur José María Izazaga - Igualdad,00:00:25
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur Arcos de Belén - Balderas,Eje 1 Sur Av. Chapultepec - Enrico Martínez,00:00:51
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur Arcos de Belén - Luis Moyas ,Eje 1A Sur Arcos de Belén - Balderas,00:01:03
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur Arcos de Belén - Metro Salto del Agua,Eje 1A Sur Arcos de Belén - Luis Moyas ,00:01:02
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur José María Izazaga - 20 de Noviembre,Eje 1A Sur José María Izazaga - Isabel la Católica,00:01:16
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur José María Izazaga - Eje Central Lázaro Cardenas,Eje 1A Sur Arcos de Belén - Metro Salto del Agua,00:00:36
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur José María Izazaga - Igualdad,Eje 1A Sur José María Izazaga - Eje Central Lázaro Cardenas,00:00:35
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur José María Izazaga - Isabel la Católica,Eje 1A Sir José María Izazaga - Bolivar,00:00:49
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur José María Izazaga - José María Pino Suárez,Eje 1A Sur José María Izazaga - 20 de Noviembre,00:00:32
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur Topacio - Jesús María,Eje 1A Sur José María Izazaga - José María Pino Suárez,00:01:34
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 1A Sur Topacio - San Pablo,Eje 1A Sur Topacio - Jesús María,00:00:23
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 3 Oriente Francisco del Paso y Troncoso - Cecilio Robelo,Eje 3 Oriente Francisco del Paso y Troncoso - Unidad Anaranjada,00:00:57
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 3 Oriente Francisco del Paso y Troncoso - Cecilio Robelo II,Eje 3 Sur Francisco del Paso y Troncoso -  Eje 2 Sur Fray Servando Teresa de Mier,00:01:27
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 3 Oriente Francisco del Paso y Troncoso - Unidad Anaranjada,Eje 3 Oriente Francisco del Paso y Troncoso - Cecilio Robelo II,00:01:32
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Eje 3 Sur Francisco del Paso y Troncoso -  Eje 2 Sur Fray Servando Teresa de Mier,Eje 1 Sur Fray Servando Teresa de Mier - Lázaro Pavia,00:01:02
Corredores Concesionados,Metro Chapultepec - Calle 81,19C,Metro Chapultepec,Av. Chapultepec y Sonora,00:00:37
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec - Metro Cuauhtémoc,Av. Chapultepec - Versalles,00:00:43
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec - Metro Sevilla,Av. Chapultepec y Valladolid,00:00:54
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec - Nápoles,Av. Chapultepec - Varsovia,00:03:21
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec - Praga,Av. Chapultepec - Sevilla,00:00:51
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec - Sevilla,Metro Chapultepec,00:03:31
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec - Varsovia,Av. Chapultepec - Praga,00:00:35
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec - Versalles,Av. Chapultepec - Nápoles,00:00:59
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec y Monterrey,Eje 1 Sur Av. Chapultepec - Mérida,00:02:43
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec y Sonora,Av. Chapultepec - Metro Sevilla,00:01:13
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Chapultepec y Valladolid,Av. Chapultepec y Monterrey,00:01:18
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Av. Sur - Oriente 217,Eje 1 Sur Gral. Francisco Morazán - Av. 8 Calle 77,00:01:19
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Base Central de Abastos,Eje 4 Oriente Canal Río de Churubusco - Hualquila,00:01:17
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur - Av. 8 Calle 77,Viaducto y Churubusco,00:01:23
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Av. Cuauhtémoc,Eje 1 Sur Dr. Río de la Loza - Dr. Lucio,00:01:01
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Bucareli ,Av. Chapultepec - Metro Cuauhtémoc,00:00:29
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Av. Chapultepec - Enrico Martínez,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Bucareli ,00:01:02
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Av. Chapultepec - Guaymas,Eje 1 Sur Av. Chapultepec - Eje 1 Poniente Av. Cuauhtémoc,00:00:40
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Av. Chapultepec - Morelia,Eje 1 Sur Av. Chapultepec - Guaymas,00:00:22
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Av. Chapultepec - Mérida,Eje 1 Sur Av. Chapultepec - Morelia,00:00:59
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Dr. Río de la Loza - Dr. Lucio,Eje 1 Sur Río de la Loza - Niños Héroes,00:00:42
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Fray Servando Teresa de Mier - Bolivar,Eje 1 Sur Fray Servando Teresa de Mier - Isabel la Católica,00:00:54
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Fray Servando Teresa de Mier - Circunvalación,Eje 1 Sur Fray Servando Teresa de Mier - Topacio,00:01:01
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Fray Servando Teresa de Mier - Clavijero,Eje 1 Sur Fray Servando Teresa de Mier - Eje 1 Oriente Anillo de Circunvalación,00:00:47
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Fray Servando Teresa de Mier - Congreso de la Unión,Eje 1 Sur Fray Servando Teresa de Mier - San Ciprion,00:00:54
Corredores Concesionados,Metro Chapultepec - Central de Abasto,19E,Eje 1 Sur Fray Servando Teresa de Mier - Eje 1 Oriente Anillo de Circunvalación,Eje 1 Sur Fray Servando Teresa de Mier - Mercado Sonora,00:00:38
